Explain the measures of central tendency and when to use each.,"Mean: sum of values divided by number of values, used for symmetric distributions - Median: middle value when data are ordered, robust against outliers, used when data are skewed - Mode: most frequent value, used for categorical data or multimodal distributions",FIT152 - Topic 1: Study Guide,
"Describe the differences between bar graphs, line graphs and pie charts.","Bar graph: uses vertical or horizontal bars to compare quantities across categories - Line graph: connects data points to show trends over time or continuous variables - Pie chart: divides a circle into slices representing proportions of a whole, used to show percentage breakdowns of a single variable",FIT152 - Topic 1: Study Guide,
List five key milestones in the history of computing technology between 1792 and 1989.,"1792–1871: Charles Babbage designs the Difference Engine - 1815–1852: Ada Lovelace publishes the first algorithm for a machine - 1888: Herman Hollerith invents the punch-card tabulator for the US census - 1943–1944: ENIAC, the first large electronic digital computer using vacuum tubes, is built - 1989: Tim Berners-Lee develops the foundation of the World Wide Web",FIT152 - Topic 2: Study Guide,
Define microprocessor and discuss its significance in computing history.,"A microprocessor is an integrated circuit that contains the functions of a central processing unit (CPU) on a single chip. It enabled miniaturization of computers into personal devices, made computing power accessible to individuals and small businesses, and spurred innovation in software, gaming and the internet.",FIT152 - Topic 2: Study Guide,
Explain the role of ARPANET in the development of the Internet.,"ARPANET, launched in 1969 by the US Department of Defense, was the first packet-switched network designed to share research resources. It demonstrated reliable data routing over long distances, introduced protocols that evolved into TCP/IP and became the technical core of today’s Internet backbone.",FIT152 - Topic 2: Study Guide,
Identify the three generations of human-computer interfaces.,"Command-Line interface: text-only, requires precise commands, powerful but steep learning curve - Graphical user interface: uses windows, icons, menus and pointers to make computing accessible to non-experts - Web and mobile interfaces: include hypertext browsers, touchscreens and voice assistants, offering ubiquitous and intuitive interaction",FIT152 - Topic 2: Study Guide,
Explain the difference between the Internet and the World Wide Web.,the Internet is the global network infrastructure of interconnected routers and servers using the TCP/IP protocol suite to carry all forms of data. - the World Wide Web is a service that runs over the Internet using HTTP/HTTPS to access hypertext documents via Web browsers.,FIT152 - Topic 2: Study Guide,
Discuss one positive and one negative social impact of computing technology since the mid-20th century.,"Positive: enhanced communication through email and instant messaging enabled real-time global collaboration - Negative: the rise of cybercrime, including malware, identity theft and online fraud, posing new security and privacy challenges",FIT152 - Topic 2: Study Guide,
Describe the significance of the IBM personal computer’s introduction in 1981.,"The IBM personal computer (PC) standardized hardware and open architecture, leading to an explosion of IBM-compatible clones, driving down prices, fostering a broad software ecosystem and shifting computing from mainframes to desktops in homes and small businesses.",FIT152 - Topic 2: Study Guide,
Explain how the Hollerith tabulating machine influenced modern computing systems.,"Herman Hollerith’s punch-card tabulator, invented in 1888 for the US census, automated large-scale data processing, introduced data encoding and machine-readable storage, gave rise to the company that became IBM and established batch processing patterns still used in enterprise systems.",FIT152 - Topic 2: Study Guide,
Define computer hardware and name its main categories.,"Computer hardware is the physical components of a computing system. - Input devices: keyboard, mouse, scanner - Output devices: monitor, printer, speakers - Processing devices: Central Processing Unit (CPU), Graphics Processing Unit (GPU) - Storage devices: Random Access Memory (RAM), hard disk drive, solid state drive, optical drive",FIT152 - Topic 3: Study Guide,
Explain the functions of the Central Processing Unit (CPU) and its main parts.,"The Central Processing Unit (CPU) fetches, decodes and executes instructions. - Control unit: directs operations of the processor and coordinates components - Arithmetic Logic Unit (ALU): performs arithmetic and logical operations - Registers: small, fast storage locations within the CPU for immediate data access",FIT152 - Topic 3: Study Guide,
Define primary storage versus secondary storage and give two examples of each.,"Primary storage is volatile memory directly accessible by the CPU. - Examples: Random Access Memory (RAM),  cache memory - Secondary storage is non-volatile memory for long-term data retention. - Examples: hard disk drive, solid state drive, optical disc, USB flash drive",FIT152 - Topic 3: Study Guide,
Define system software and distinguish it from application software.,"System software manages and controls computer hardware and provides a platform for running applications. - Includes operating system, device drivers and utility programs - Application software performs user-driven tasks. - Examples: word processor, spreadsheet, web browser, media player",FIT152 - Topic 3: Study Guide,
What is an operating system and list five key functions it provides.,An operating system is system software that manages hardware and provides services to applications. - Hardware abstraction and resource management - File system management and data organization - Process and task scheduling - Memory management and allocation - Security and access control,FIT152 - Topic 3: Study Guide,
Define utility software and give two examples.,"Utility software performs maintenance and optimization tasks for a computer. - Examples: antivirus program, disk defragmenter, backup software, file compressor",FIT152 - Topic 3: Study Guide,
Explain the difference between off-the-shelf application software and custom-built software.,"Off-the-shelf software is pre-built, widely available and often less expensive. - Example: Microsoft Office - Custom-built software is developed for a specific user or organization, tailored to precise requirements and often more costly and time-consuming to create.",FIT152 - Topic 3: Study Guide,
Define data and information and explain the relationship between them.,"Data are raw facts and figures without context. Information is processed, organized or structured data that is meaningful to the user. In essence, data become information when they are interpreted and given context.",FIT152 - Topic 4: Study Guide,
List and describe five characteristics of quality information.,Accuracy: information is correct and free from errors - Relevance: information is applicable to the decision or task at hand - Completeness: information contains all necessary details - Timeliness: information is available when needed and up-to-date - Reliability: information comes from a trusted and verifiable source,FIT152 - Topic 4: Study Guide,
Identify four common DATA TYPES and provide an example of each.,"Numeric data: sales figures, temperature readings - text data: customer names, addresses - Multimedia data: photographs, audio clips, video recordings - Transactional data: purchase orders, bank transactions",FIT152 - Topic 4: Study Guide,
Explain the difference between structured data and unstructured data.,"Structured data are organized in a fixed format such as rows and columns in databases (for example customer records in a table). - Unstructured data have no predefined model or format, such as emails, social media posts, images and free-form text documents.",FIT152 - Topic 4: Study Guide,
Discuss one practical application of turning data into information in a business context.,"In retail, point-of-sale transaction data are collected and processed into sales reports (information) showing trends by product category and time period. Managers use this information to adjust inventory levels, plan promotions and forecast demand.",FIT152 - Topic 4: Study Guide,
Define a computer network and name three common types.,"A computer network is a collection of interconnected devices that share resources and exchange data. - Local Area Network (LAN): covers a small geographic area such as an office or building - Wide Area Network (WAN): spans large geographical areas or multiple cities - Personal Area Network (PAN): very short range, typically around a single user (for example Bluetooth)",FIT152 - Topic 5: Study Guide,
Explain the difference between a peer-to-peer network and a client-server network.,"In a peer-to-peer network each device (peer) can act as both client and server, sharing resources directly with other peers - In a client-server network dedicated server machines provide resources and services to client machines, centralizing management and security",FIT152 - Topic 5: Study Guide,
List and briefly describe four common network topologies.,"Bus: single backbone cable connects all devices; simple but performance degrades with many nodes - Star: all devices connect to a central hub or switch; easy to manage and troubleshoot - Ring: each device connects to two others in a closed loop; data travels in one direction, failure in one link affects the entire ring - Mesh: every device connects to every other; very resilient but expensive",FIT152 - Topic 5: Study Guide,
Define the Open Systems Interconnection model and list its seven layers.,The Open Systems Interconnection (OSI) model is a conceptual framework for standardizing network communication. Its seven layers are: - Physical - Data Link - Network - Transport - Session - Presentation - Application,FIT152 - Topic 5: Study Guide,
Explain the function of the Transport layer in the OSI model.,"The Transport layer provides end-to-end communication services for applications. It handles segmentation, reassembly, flow control and error checking.  - Protocol examples include: - Transmission Control Protocol (TCP) for reliable delivery  - User Datagram Protocol (UDP) for low-overhead, connectionless communication.",FIT152 - Topic 5: Study Guide,
Define Internet Protocol (IP) and explain the difference between IPv4 and IPv6.,"Internet Protocol (IP) is the principal protocol for routing data packets across networks. - IPv4 uses 32-bit addresses (for example 192.168.0.1), limiting the address pool to about 4.3 billion unique addresses - IPv6 uses 128-bit addresses (for example 2001:0db8::), vastly expanding the available address space",FIT152 - Topic 5: Study Guide,
Discuss one security risk in networking and a corresponding mitigation strategy.,"Risk: unauthorized access via insecure wireless networks - Mitigation: implement Wi-Fi Protected access (WPA2 or WPA3) encryption, use strong network passwords and enable network firewalls",FIT152 - Topic 5: Study Guide,
Define the Systems Development Life Cycle (SDLC) and list its key phases.,The Systems Development Life Cycle (SDLC) is a structured process for developing information systems. Its key phases are: - Requirements gathering and analysis - System design - Implementation (coding) - Testing - Deployment - Maintenance,FIT152 - Topic 6: Study Guide,
Explain the main characteristics of the Waterfall methodology.,"The Waterfall methodology is a linear, sequential approach where each phase must be completed before the next begins. Changes are difficult to implement once a phase is finished. It is best suited to projects with well-defined requirements and low uncertainty.",FIT152 - Topic 6: Study Guide,
Define Agile methodology and name two of its core principles.,"Agile is an iterative and incremental development approach that values flexibility and customer collaboration. Two core principles are: - Deliver working software frequently in short iterations - Embrace changing requirements, even late in development",FIT152 - Topic 6: Study Guide,
Describe the role of a Scrum Master in the Scrum framework.,"A Scrum Master facilitates the Scrum process, removes impediments for the team, ensures adherence to Scrum practices and shields the development team from external distractions, enabling them to focus on delivering value in each sprint.",FIT152 - Topic 6: Study Guide,
Compare prototyping versus rapid application development (RAD) as approaches to system design.,"Prototyping involves creating a working model of the System early to gather user feedback and refine requirements - Rapid application development (RAD) emphasizes quick development of functional components using reusable modules and user involvement, aiming to reduce overall development time",FIT152 - Topic 6: Study Guide,
Discuss one advantage and one disadvantage of iterative development approaches.,"Advantage: early delivery of functional System components allows for user feedback and course correction - Disadvantage: without strong project control, frequent changes may lead to scope creep and difficulty In predicting final delivery date",FIT152 - Topic 6: Study Guide,
Define frontend development.,"Frontend development is the client-side part of a web application that runs in the user’s browser. It encompasses layout, design, interactive elements and user interface (UI) logic to create a smooth, attractive and user-friendly experience. It uses technologies such as Hypertext Markup Language (HTML), Cascading Style Sheets (CSS) and JavaScript.",FIT152 - Topic 1: Frontend vs. Backend (PR),
Define backend development.,"Backend development is the server-side part of a web application that handles data processing, business logic and communication with databases and external services. It ensures that the frontend has the necessary data and functionality. It uses languages and environments such as PHP, Python, Node.js, Ruby and frameworks like Django, Express.js or Spring Boot.",FIT152 - Topic 1: Frontend vs. Backend (PR),
Compare frontend development and backend development.,"Frontend development focuses on the user interface, user experience and client-side performance - Backend development focuses on server-side logic, data storage and application architecture - Frontend developers work with designers and UI/UX specialists - Backend developers work with system administrators and database administrators - Both are essential to deliver a fully functional web application",FIT152 - Topic 1: Frontend vs. Backend (PR),
List four common frontend technologies.,"Hypertext Markup Language (HTML) for page structure - Cascading Style Sheets (CSS) for presentation and responsiveness - JavaScript for interactivity and dynamic content - Frontend frameworks and libraries such as React, Angular, Vue.js, Tailwind and Bootstrap",FIT152 - Topic 1: Frontend vs. Backend (PR),
List five common backend technologies.,"Programming languages such as PHP, Python, Ruby, Java and C# - Database systems such as MySQL, PostgreSQL, MongoDB and SQLite - Web servers such as Apache, Nginx and Internet Information Services (IIS) - Backend frameworks such as Django (Python), Ruby on Rails (Ruby), Express.js (Node.js) and Spring Boot (Java) - Backend libraries such as Mongoose, Socket.io and JDBC",FIT152 - Topic 1: Frontend vs. Backend (PR),
Explain the role of API development in backend development.,"API (Application Programming Interface) development creates endpoints and protocols that allow the frontend or external services to communicate with the backend. It defines how data is requested, received and formatted, enabling modularity, integration and scalability in a web application.",FIT152 - Topic 1: Frontend vs. Backend (PR),
Discuss one security concern in backend development and a corresponding mitigation strategy.,"Security concern: SQL injection attacks that exploit unsanitized database queries Mitigation strategy: use parameterized queries or prepared statements in database interactions, validate and sanitize all user inputs, and employ an Object-Relational Mapping (ORM) tool to abstract raw SQL execution.",FIT152 - Topic 1: Frontend vs. Backend (PR),
Define full-stack development.,"Full-stack development is the practice of building both the frontend (client-side) and backend (server-side) of a web application. A full-stack developer is proficient in UI/UX implementation with HTML, CSS and JavaScript frameworks, as well as server-side logic, database management and API design using languages like Python or PHP and frameworks like Django or Express.js.",FIT152 - Topic 1: Frontend vs. Backend (PR),
Evaluate which is more important: frontend development or backend development.,"Neither is inherently more important; both are equally critical. Frontend development delivers the user interface and experience, influencing usability and engagement. Backend development ensures data integrity, security and business logic, influencing functionality and performance. The relative emphasis depends on project goals, for example user-centric design versus data-driven processing.",FIT152 - Topic 1: Frontend vs. Backend (PR),
Define an Information System (IS) according to Wikipedia (2020).,"Information Systems is an academic study of systems with a specific reference to information and the complementary networks of hardware and software that people and organizations use to collect, filter, process, create and distribute data.",FIT152 - Topic 1: Introduction to Information Systems (PR),
Define an Information System (IS) according to Valacich et al. (2010).,"Information Systems are combinations of hardware, software and telecommunications networks that people build and use to collect, create and distribute useful data, typically in organizational settings.",FIT152 - Topic 1: Introduction to Information Systems (PR),
Define an Information System (IS) according to Laudon et al. (2012).,"Information Systems are interrelated components working together to collect, process, store and disseminate information to support decision making, coordination, control, analysis and visualization in an organization.",FIT152 - Topic 1: Introduction to Information Systems (PR),
Compare the three provided definitions of Information Systems.,"Wikipedia emphasizes academic study and the roles of hardware and software networks - Valacich et al. focus on the practical combination of hardware, software and telecommunications for data distribution - Laudon et al. highlight interrelated components and the purposes of decision making, coordination, control, analysis and visualization",FIT152 - Topic 1: Introduction to Information Systems (PR),
List the main components of an Information System and briefly describe their roles.,"Hardware: physical devices and equipment that capture, process and display data - Software: applications and system programs that instruct hardware how to operate - Data: raw facts that are collected, processed and stored - People: users and IT staff who interact with the system - Networks: communication links that transmit data between components",FIT152 - Topic 1: Introduction to Information Systems (PR),
Explain why familiarity with Information Systems fundamentals is important for personal and professional development.,"It enables effective use and evaluation of electronic devices, software and apps - It prepares individuals to participate in system development or usage - It supports business creation and career advancement by understanding how information adds value - It fosters awareness of how systems affect society and the global economy",FIT152 - Topic 1: Introduction to Information Systems (PR),
Provide three examples of daily activities that involve Information Systems.,Snapping and sharing photos via a smartphone app - Searching for information using an online search engine - Sending and receiving email on a laptop or desktop computer,FIT152 - Topic 1: Introduction to Information Systems (PR),
List the six major components of an Information System (IS).,Hardware: physical devices and equipment - Software: applications and system programs - Network communications: links that transmit data - Data: raw facts and processed information - People: users and IT staff - Processes: procedures and rules that govern operations,FIT152 - Topic 1 : Components of Information Systems (PR),
"Explain why hardware, software, network communications, and data are grouped as “Technology.”","These four components apply scientific knowledge for practical purposes and must integrate seamlessly: hardware provides physical infrastructure, software provides instructions, network communications enable data transfer, and data serves as the raw material. Together they form the technological foundation of an IS.",FIT152 - Topic 1 : Components of Information Systems (PR),
Define hardware in the context of an Information System (IS).,"Hardware represents the physical components of an IS that can be seen or touched. It includes external devices such as keyboards, mice, pens, disk drives, tablets and printers, as well as internal components like computer chips, motherboards and memory modules inside a computer case.",FIT152 - Topic 1 : Components of Information Systems (PR),
Provide four visible examples of hardware components and two internal examples.,"Visible examples: keyboard, mouse, tablet (for example iPad), printer - Internal examples: motherboard, memory chip (for example RAM)",FIT152 - Topic 1 : Components of Information Systems (PR),
Define the “People” component of an Information System (IS).,"People are the users and IT personnel who interact with the system. They include end users who enter and consume data, developers who build software, and administrators who maintain hardware, software and networks.",FIT152 - Topic 1 : Components of Information Systems (PR),
Define the “Processes” component of an Information System (IS).,"Processes are the procedures, rules and workflows that govern how data is collected, processed, stored and disseminated. They ensure that the IS delivers value and meets organizational goals by standardizing tasks such as data entry, validation, reporting and decision support.",FIT152 - Topic 1 : Components of Information Systems (PR),
Describe how the components of an IS work together using the expense-tracking example.,"In the expense-tracking scenario: - Hardware: laptop, spreadsheet-capable device - Software: spreadsheet application and email client - Network communications: internet connection and email servers - Data: expense figures - People: employee enters data and manager reviews report - Processes: capture data, calculate totals, verify accuracy, send report to manager for decision making",FIT152 - Topic 1 : Components of Information Systems (PR),
"Explain the role of Information Systems in supporting decision making, coordination, control, analysis and visualization.",Information Systems collect and process data into information that supports key organizational functions: - Decision making: providing relevant reports - Coordination: sharing information across teams - Control: enforcing business rules - Analysis: enabling trend identification - Visualization: presenting data in charts and dashboards for insight,FIT152 - Topic 1 : Components of Information Systems (PR),
Explain how an Information System (IS) transforms raw data into organizational knowledge.,"An Information System collects raw data, processes and organizes it into meaningful information and then applies analysis and context to convert that information into organizational knowledge that supports decision making, coordination, control, analysis and visualization.",FIT152 - Topic 1: The Role of Information Systems (PR),
Describe how the role of Information Systems has shifted from operational tool to strategic competitive advantage.,"Initially IS were used primarily to run business operations efficiently (for example data processing and routine reporting) but as technology evolved and businesses became more data-driven, IS began to provide insights, predictive analytics and real‐time dashboards that enable strategic decision making and competitive differentiation.",FIT152 - Topic 1: The Role of Information Systems (PR),
Identify two key Early Years (1930s–1950s) developments in computing and their significance.,"Model K Adder by George Stibitz proved Boolean logic could be implemented with electromechanical relays - UNIVAC I by Remington Rand was the first commercial computer, introducing programmable electronic data processing to government and business",FIT152 - Topic 1: The Role of Information Systems (PR),
Explain Grace Hopper’s contribution to software development on the UNIVAC I.,"Grace Hopper created A-0, a program that translated English-like instruction words into machine code, enabling programmers to enter instructions without writing raw binary or assembly language and laying groundwork for high-level programming languages.",FIT152 - Topic 1: The Role of Information Systems (PR),
Summarize the Mainframe Era and the impact of IBM System/360.,"Mainframe Era (late 1950s–1960s) featured room-sized computers used for high-volume data processing by large organizations; IBM System/360 introduced a family of compatible models running the same software and supporting time-sharing so hundreds of users could access a single system simultaneously, standardizing business computing.",FIT152 - Topic 1: The Role of Information Systems (PR),
Define Manufacturing Resource Planning (MRP) systems and their role in business processes.,"Manufacturing Resource Planning systems were mainframe-based applications that managed production operations by tracking inventory, bills of materials and scheduling, improving efficiency and driving wider adoption of computing in manufacturing and supply-chain management.",FIT152 - Topic 1: The Role of Information Systems (PR),
Describe the PC Revolution and the importance of the Altair 8800 and the IBM PC.,"The PC Revolution (1970s–1980s) saw microcomputers become affordable for individuals; the Altair 8800 popularized the “personal computer” concept with BASIC language support, and the IBM PC’s open architecture in 1981 standardized hardware, enabled clones, expanded software availability and brought PCs into businesses as standalone productivity tools.",FIT152 - Topic 1: The Role of Information Systems (PR),
Explain client-server architecture and the emergence of Enterprise Resource Planning (ERP) systems.,"Client-server architecture connected user PCs (clients) to powerful central servers over local area networks, enabling shared data and applications; on this platform ERP systems with centralized databases and modular applications for accounting, inventory and HR (led by companies such as SAP) integrated core business processes under one system.",FIT152 - Topic 1: The Role of Information Systems (PR),
Compare Web 1.0 and Web 2.0 in terms of user interaction and business impact.,"Web 1.0 (mid-1990s) provided static hypertext pages where users could consume content but not interact beyond simple hyperlinks; Web 2.0 (mid-2000s) introduced user-generated content, social networking, blogging and interactive e-commerce that enabled users to collaborate, review and transact directly online, driving disintermediation of traditional intermediaries such as travel agents and bookstores.",FIT152 - Topic 1: The Role of Information Systems (PR),
Discuss the Post-PC era and how cloud computing supports modern information systems.,"In the Post-PC era, mobile devices such as smartphones and tablets have become primary computing platforms; cloud computing provides scalable storage, processing and backup services over the Internet, allowing thin-client devices to access powerful resources remotely and enabling ubiquitous information system access anywhere there is connectivity.",FIT152 - Topic 1: The Role of Information Systems (PR),
Explain Nicholas Carr’s “IT Doesn’t Matter” argument and its implications for managing information technology (IT).,"Nicholas Carr argued that information technology (IT) has become a commodity like electricity; therefore firms should focus on cost reduction, reliability and risk minimization rather than seeking strategic differentiation through IT. This implies that heavy IT investment alone does not guarantee competitive advantage and that managers should treat IT as an operational necessity rather than a source of uniqueness.",FIT152 - Topic 1: Information Systems and Competitive Advantage (PR),
Define competitive advantage and describe how information systems (IS) can support it.,"Competitive advantage is the ability of a firm to outperform its rivals by offering greater value or lower cost. Information systems can support competitive advantage by enabling process efficiencies, cost savings, faster decision making, improved customer service, data‐driven innovation and integration of value chains to create barriers to entry.",FIT152 - Topic 1: Information Systems and Competitive Advantage (PR),
Discuss one way in which Walmart leveraged an information system to achieve a competitive advantage.,"Walmart implemented Retail Link, a supply‐chain management system, in the mid‐1980s that allowed suppliers real‐time access to inventory levels and sales data at each store. This enabled suppliers to manage their own inventory, optimize replenishment and respond quickly to demand, effectively outsourcing product management and driving down costs through improved coordination and economies of scale.",FIT152 - Topic 1: Information Systems and Competitive Advantage (PR),
Explain how Retail Link transformed supplier relationships at Walmart.,"Retail Link transformed supplier relationships by granting suppliers direct visibility into store‐level sales and inventory data. Suppliers could analyze performance, adjust production and petition for inventory changes, thereby becoming vested partners in inventory management, increasing accountability, reducing stockouts and lowering carrying costs.",FIT152 - Topic 1: Information Systems and Competitive Advantage (PR),
Evaluate why Walmart’s requirement that suppliers use Retail Link created a business standard.,"By mandating Retail Link usage, Walmart aligned supplier processes with its own system, ensuring consistent data formats and reporting across its ecosystem. This widespread adoption established Retail Link as an industry standard for supply‐chain transparency, compelling other retailers and suppliers to adopt similar systems to remain competitive and interoperable.",FIT152 - Topic 1: Information Systems and Competitive Advantage (PR),
Describe one challenge Walmart faces in maintaining its competitive advantage with information systems.,"One challenge is competition from Amazon’s e‐commerce innovations, which pressures Walmart to integrate technology with its physical stores (omnichannel strategy), invest in rapid delivery, personalization tools and cloud infrastructure to match Amazon’s agility and breadth of online offerings.",FIT152 - Topic 1: Information Systems and Competitive Advantage (PR),
Discuss how the evolution of information systems role from operational tool to strategic asset affects business strategy.,"As information systems evolved from supporting routine operations to enabling real‐time analytics, predictive modeling and customer engagement platforms, businesses now integrate IS into strategic planning to differentiate offerings, optimize supply chains, enter new markets and develop data‐driven business models that create sustained competitive advantage.",FIT152 - Topic 1: Information Systems and Competitive Advantage (PR),
Explain why treating IT as a commodity can be both beneficial and risky for organizations.,"Treating IT as a commodity promotes cost control, standardized processes and risk mitigation by focusing on reliability and efficiency. However, it may discourage innovation, overlook opportunities for differentiation through emerging technologies and result in underinvestment in capabilities that could yield strategic benefits.",FIT152 - Topic 1: Information Systems and Competitive Advantage (PR),
Analyze how Walmart’s integration of physical stores and information systems counters Amazon’s e‐commerce dominance.,"Walmart leverages its extensive brick‐and‐mortar network combined with information systems for inventory visibility, online ordering and in‐store pickup (click‐and‐collect). This omnichannel integration uses data from both channels to optimize stock levels, personalize offers and provide convenience, countering Amazon’s purely online model by offering faster local fulfillment and tactile shopping experiences.",FIT152 - Topic 1: Information Systems and Competitive Advantage (PR),
List the three component groups of an Information System (IS).,"Technology: hardware, software, data, network communications - People: users and IT personnel - Processes: procedures and rules governing data collection, processing and distribution",FIT152 - Topic 1: Summary of Information Systems (PR),
Outline the major eras in the evolution of Information Systems and their key characteristics.,"Mainframe Era: room-sized computers for high-volume number crunching by large organizations - PC and Network Era: microcomputers and local area networks enabled desk-side productivity and resource sharing - Mobile Computing Era: smartphones, tablets and cloud services allowed ubiquitous access and integration of technology in personal and business applications",FIT152 - Topic 1: Summary of Information Systems (PR),
Explain how technological innovations during each era deepened integration of Information Systems.,"Mainframes automated large-scale data processing - Personal computers and networks brought computing to individual workstations and teams - Mobile devices and cloud computing extended system access anywhere, enabling real-time collaboration, data sharing and elastic resource scaling",FIT152 - Topic 1: Summary of Information Systems (PR),
Describe the overarching role of Information Systems for modern organizations.,"Information Systems collect, store, organize and distribute data to support decision making, coordination, control, analysis and visualization, thereby improving operational efficiency and enabling strategic insights for sustained competitive advantage.",FIT152 - Topic 1: Summary of Information Systems (PR),
Discuss why some companies succeed and others fail despite ubiquitous use of Information Systems.,"While almost all companies deploy Information Systems, success depends on how effectively they leverage IS—through process optimization, data-driven decision making and continuous innovation—to achieve efficiencies and strategic differentiation; those that treat IS merely as a commodity risk underperformance, whereas those that integrate IS deeply into business models gain competitive advantage.",FIT152 - Topic 1: Summary of Information Systems (PR),
State the learning outcome you should have after completing this chapter on Information Systems.,"You should understand the fundamental concepts and components of Information Systems, appreciate their historical evolution and recognize how to leverage IS to improve efficiencies and develop sustained competitive advantages for organizations or your own career.",FIT152 - Topic 1: Summary of Information Systems (PR),
What are the components that make up an information system?,"The six components are - Hardware: physical devices and equipment - Software: system and application programs - Network communications: links and protocols for data exchange - Data: raw facts and processed information - People: users, developers, administrators - Processes: procedures and workflows that govern operations and data handling",FIT152 - Topic 1: Study Questions (Chapter 1 - Pham PR) (PR),
List three examples of information system hardware.,Keyboard: input device for entering data - Hard disk drive: long-term storage device - Router: network device that forwards data packets between networks,FIT152 - Topic 1: Study Questions (Chapter 1 - Pham PR) (PR),
Identify which component of information systems includes Microsoft Windows.,"Microsoft Windows is part of the software component, specifically system software in the operating system category.",FIT152 - Topic 1: Study Questions (Chapter 1 - Pham PR) (PR),
What is application software?,"Application software consists of programs designed to perform specific user-driven tasks such as word processing, spreadsheet calculations, web browsing or media playback.",FIT152 - Topic 1: Study Questions (Chapter 1 - Pham PR) (PR),
Describe the different roles people play in information systems.,"End users: interact with applications to perform tasks - IT staff: maintain hardware, software and networks - Developers: design and build software - Data analysts: interpret data outputs - Managers: make decisions based on system information",FIT152 - Topic 1: Study Questions (Chapter 1 - Pham PR) (PR),
Describe what a process is and its purpose.,"A process is a set of procedures, rules and steps that define how data are collected, processed, stored and disseminated. Its purpose is to ensure consistency, accuracy and efficiency in system operations and to support organizational goals.",FIT152 - Topic 1: Study Questions (Chapter 1 - Pham PR) (PR),
"What was invented first, the personal computer or the Internet?","The Internet was invented first (1969 as ARPANET), while the personal computer emerged later (circa 1975 with the Altair 8800).",FIT152 - Topic 1: Study Questions (Chapter 1 - Pham PR) (PR),
"Which comes first, the Internet or the World Wide Web?","The Internet predates the World Wide Web; the Internet began in 1969, and the World Wide Web was introduced in 1989 by Tim Berners-Lee.",FIT152 - Topic 1: Study Questions (Chapter 1 - Pham PR) (PR),
"What helps make the Internet usable for the masses, not just researchers?","Graphical web browsers (for example Mosaic, then Netscape Navigator) provided intuitive point-and-click interfaces and clickable links that made Internet resources accessible to non-technical users.",FIT152 - Topic 1: Study Questions (Chapter 1 - Pham PR) (PR),
What does it mean to say we are in a “post-PC and Web 2.0 world”?,"It means that mobile devices (smartphones, tablets) and cloud services have supplanted desktop PCs as primary computing platforms, and that user-generated, interactive Web 2.0 applications (social media, collaborative platforms) define today’s online experience.",FIT152 - Topic 1: Study Questions (Chapter 1 - Pham PR) (PR),
